AQSID,SiteName,Latitude,Longitude,CountyName,parameter name
100010003,Dover,39.155,-75.518056,KENT,['PM2.5']
100031007,LUMS 2,39.5513,-75.732,NEW CASTLE,"['OZONE', 'PM2.5', 'SO2']"
100031008,Rte 9 Del. City,39.57768,-75.6036,NEW CASTLE,"['PM2.5', 'SO2']"
100031010,BCSP,39.817222,-75.563889,NEW CASTLE,['OZONE']
100031012,Newark,39.691962,-75.761299,NEW CASTLE,['PM2.5']
100031013,BELLFNT2,39.773889,-75.496389,NEW CASTLE,"['OZONE', 'SO2']"
100032004,MLK,39.739444,-75.558056,NEW CASTLE,"['OZONE', 'CO', 'PM2.5', 'SO2']"
100051002,SEAFORD,38.6539,-75.6106,SUSSEX,"['OZONE', 'PM2.5']"
100051003,LEWES,38.7791,-75.16323,SUSSEX,['OZONE']
110010041,RIVER_Terrace,38.895683,-76.958089,WASHINGTON,"['NO2', 'OZONE', 'PM2.5']"
110010043,McMillan Reservoir,38.921848,-77.013176,WASHINGTON,"['NO2', 'CO', 'PM2.5', 'PM10', 'OZONE']"
110010050,TakomaRec,38.970101,-77.016715,WASHINGTON,"['NO2', 'OZONE']"
110010051,DCNearRoad,38.894749,-76.953427,WASHINGTON,"['NO2', 'CO', 'PM2.5']"
120013012,Paynes Prairie Farm,29.56615,-82.266066,ALACHUA,"['OZONE', 'PM2.5']"
120050006,St. Andrews Park,30.128901,-85.738098,BAY,"['OZONE', 'PM2.5']"
120090007,Melbourne,28.0542,-80.6283,BREVARD,"['PM10', 'OZONE', 'PM2.5']"
120094001,Cocoa Beach,28.3108,-80.6156,BREVARD,['OZONE']
120110033,V_VIEW,26.0732,-80.3386,BROWARD,"['OZONE', 'PM2.5']"
120110034,NCORE,26.054047,-80.257608,BROWARD,"['CO', 'PM2.5', 'PM10', 'SO2', 'OZONE']"
120110035,Near Road,26.131256,-80.167847,BROWARD,"['PM10', 'NO2', 'CO', 'PM2.5']"
120112003,POMPANO_BEACH,26.2906,-80.0969,BROWARD,"['OZONE', 'PM2.5']"
120115005,Coconut Creek,26.29405,-80.17634,BROWARD,"['PM10', 'PM2.5']"
120118002,DANIA_BEACH,26.0864,-80.1114,BROWARD,"['NO2', 'OZONE']"
120230002,Lake City,30.1783,-82.6192,COLUMBIA,"['OZONE', 'PM2.5']"
120250019,Pennsuco,25.899167,-80.382778,DADE,"['NO2', 'SO2']"
120310032,Kooker Park,30.356111,-81.635556,DUVAL,"['PM10', 'NO2', 'PM2.5', 'SO2']"
120310098,Mandarin,30.1358,-81.6339,DUVAL,"['PM10', 'PM2.5']"
120310099,Sunny Acres,30.354614,-81.547789,DUVAL,['PM2.5']
120310100,Mayo Clinic,30.2603,-81.4533,DUVAL,"['OZONE', 'PM2.5']"
120310106,Cisco Drive,30.378167,-81.84079,DUVAL,['OZONE']
120310108,Pepsi Place,30.262808,-81.606834,DUVAL,"['NO2', 'CO', 'PM2.5']"
120330018,Pensacola NAS,30.3681,-87.2708,ESCAMBIA,['OZONE']
120350004,Flagler County,29.489082,-81.276833,FLAGLER,['OZONE']
120470017,White Springs Plant,30.426029,-82.795356,HAMILTON,"['PM2.5', 'SO2']"
120570081,SIMMONS PARK,27.7403,-82.4656,HILLSBOROUGH,['OZONE']
120570083,GARDINIER,27.864273,-82.383359,HILLSBOROUGH,['PM10']
120570109,EAST BAY,27.853897,-82.383414,HILLSBOROUGH,['SO2']
120570112,APOLLO BEACH,27.779712,-82.419835,HILLSBOROUGH,"['PM2.5', 'SO2']"
120570113,MUNRO STREET,27.955133,-82.469532,HILLSBOROUGH,"['NO2', 'CO', 'PM2.5']"
120571035,DAVIS ISLAND,27.9283,-82.4547,HILLSBOROUGH,"['PM10', 'OZONE', 'SO2']"
120571065,GANDY,27.8928,-82.5383,HILLSBOROUGH,"['OZONE', 'PM2.5']"
120573002,SYDNEY,27.9659,-82.230617,HILLSBOROUGH,"['NO2', 'CO', 'PM2.5', 'SO2', 'OZONE']"
120590004,Bonifay,30.8475,-85.6044,HOLMES,"['OZONE', 'PM2.5']"
120619991,Indian River Lagoon,27.8492,-80.4554,INDIAN RIVER,['OZONE']
120690002,Clermont,28.525,-81.7231,LAKE,['OZONE']
120712002,Rotary Park,26.5475,-81.9797,LEE,['OZONE']
120779991,Sumatra,30.1103,-84.9903,LIBERTY,['OZONE']
120810028,Port Manatee,27.638611,-82.547778,MANATEE,"['OZONE', 'SO2']"
120814012,G. T. Bray Park,27.4808,-82.6186,MANATEE,['OZONE']
120830003,YMCA - Marion County,29.170799,-82.1008,MARION,"['OZONE', 'PM2.5']"
120850007,Stuart,27.172459,-80.240692,MARTIN,"['PM10', 'OZONE', 'PM2.5']"
120860027,Rosenstiel,25.7325,-80.162201,MIAMI - DADE,"['NO2', 'OZONE']"
120860029,Perdue,25.586399,-80.326897,MIAMI - DADE,['OZONE']
120860034,Kendal,25.686944,-80.686944,MIAMI - DADE,['PM2.5']
120860035,Perimeter,25.785472,-80.284206,MIAMI - DADE,"['NO2', 'CO']"
120890005,FBHWWTP,30.6575,-81.464167,NASSAU,['SO2']
120950010,Skyview,28.453167,-81.397139,ORANGE,['OZONE']
120952002,Winter Park,28.5997,-81.3628,ORANGE,"['NO2', 'CO', 'PM2.5', 'SO2', 'OZONE']"
120990008,Belle Glade,26.724167,-80.663055,PALM BEACH,['PM2.5']
120990021,Lantana Preserve,26.593808,-80.058917,PALM BEACH,['OZONE']
120990022,Lamstein Lane,26.687606,-80.219619,PALM BEACH,"['OZONE', 'PM2.5']"
120992005,Delray Beach,26.456944,-80.092778,PALM BEACH,"['PM10', 'PM2.5']"
121010005,San Antonio,28.3322,-82.3056,PASCO,['OZONE']
121012001,Holiday,28.1953,-82.7578,PASCO,['OZONE']
121030018,Azalea,27.7858,-82.74,PINELLAS,"['NO2', 'OZONE', 'PM2.5']"
121030023,Derby Lane,27.863583,-82.623483,PINELLAS,['SO2']
121030027,Sawgrass Lake Park,27.834409,-82.665251,PINELLAS,"['NO2', 'CO']"
121035003,Oakwood,28.141944,-82.74,PINELLAS,['SO2']
121071008,Palatka,29.686667,-81.656389,PUTNAM,"['PM10', 'SO2']"
121110013,Savannahs,27.38908,-80.311035,ST. LUCIE,['OZONE']
121130015,Woodlawn,30.3942,-87.0081,SARASOTA,"['OZONE', 'PM2.5']"
121150013,Bee Ridge,27.2906,-82.5072,SARASOTA,['PM2.5']
121151006,Paw Park,27.3503,-82.4797,SARASOTA,"['PM10', 'OZONE']"
121152002,Jackson Road,27.0892,-82.3625,SARASOTA,"['OZONE', 'PM2.5']"
130210012,Macon Forestry,32.8031,-83.5447,BIBB,"['PM10', 'OZONE', 'PM2.5', 'SO2']"
130511002,Savannah L&A,32.0903,-81.1306,CHATHAM,"['PM10', 'PM2.5', 'SO2']"
130550001,Summerville,34.4742,-85.4081,CHATTOOGA,['OZONE']
130590002,Athens,33.925,-83.3575,CLARKE,"['PM10', 'OZONE', 'PM2.5']"
130670003,Kennesaw,34.0144,-84.6075,COBB,['OZONE']
130850001,Dawsonville,34.3778,-84.0561,DAWSON,['OZONE']
130890002,South DeKalb,33.6906,-84.2731,DE KALB,"['NO2', 'CO', 'PM2.5', 'PM10', 'SO2', 'OZONE']"
130890003,NR-285,33.698611,-84.272608,DE KALB,"['NO2', 'PM2.5']"
130950007,Albany,31.5767,-84.1002,DOUGHERTY,"['PM10', 'OZONE', 'PM2.5']"
130970004,Douglasville,33.7433,-84.7789,DOUGLAS,['OZONE']
131150003,Rome,34.26054,-85.32333,FLOYD,['PM2.5']
131210055,United Ave,33.7206,-84.3578,FULTON,"['OZONE', 'PM2.5', 'SO2']"
131210056,NR-Georgia Tech,33.778315,-84.391418,FULTON,"['NO2', 'CO', 'PM2.5']"
131270006,Brunswick,31.1694,-81.4964,GLYNN,"['PM10', 'OZONE', 'PM2.5']"
131350002,Gwinnett Tech,33.9636,-84.0664,GWINNETT,"['PM10', 'OZONE', 'PM2.5']"
131390003,Gainesville,34.3003,-83.8139,HALL,"['PM10', 'PM2.5']"
131510002,McDonough,33.4347,-84.1617,HENRY,"['OZONE', 'PM2.5']"
131530001,Warner Robins,32.6056,-83.5979,HOUSTON,"['PM10', 'PM2.5']"
131850003,Valdosta,30.8486,-83.2933,LOWNDES,"['PM10', 'PM2.5']"
132130003,Fort Mountain,34.785,-84.6269,MURRAY,['OZONE']
132150008,Columbus Airport,32.5214,-84.9436,MUSCOGEE,"['PM10', 'OZONE', 'PM2.5']"
132319991,Georgia Station,33.1787,-84.4052,PIKE,['OZONE']
132450091,Augusta,33.4333,-82.0219,RICHMOND,"['PM10', 'OZONE', 'PM2.5', 'SO2']"
132470001,Conyers,33.5856,-84.0667,ROCKDALE,['OZONE']
132611001,Leslie,31.9531,-84.0794,SUMTER,['OZONE']
133030001,Sandersville,32.9672,-82.807,WASHINGTON,"['PM10', 'PM2.5']"
150011006,Hilo,19.717562,-155.110535,HAWAII,"['PM2.5', 'SO2']"
150011012,Kona,19.5097,-155.9133,HAWAII,"['PM2.5', 'SO2']"
150012016,Pahala,19.2065,-155.4689,HAWAII,"['PM2.5', 'SO2']"
150012017,Mountain View,19.569799,-155.080597,HAWAII,"['PM2.5', 'SO2']"
150012020,Ocean View,19.117561,-155.778137,HAWAII,"['PM2.5', 'SO2']"
150012021,Waikoloa-21,19.977467,-155.798067,HAWAII,['PM2.5']
150012035,LEILANI,19.465,-154.914,HAWAII,['SO2']
150013027,KS Hawaii,19.611915,-155.055038,HAWAII,"['PM2.5', 'SO2']"
150013028,Naalehu,19.060655,-155.579159,HAWAII,"['PM2.5', 'SO2']"
150013034,Kailua-Kona,19.618158,-155.971242,HAWAII,['PM2.5']
150030010,Kapolei,21.323601,-158.088593,HONOLULU,"['NO2', 'CO', 'PM2.5', 'PM10', 'SO2']"
150090025,KAHULUI,20.869444,-156.492417,MAUI,['PM2.5']
160010010,St. Lukes Meridian,43.600699,-116.347853,ADA,"['NO2', 'CO', 'PM2.5', 'SO2', 'OZONE']"
160010017,White Pine,43.577603,-116.178156,ADA,['OZONE']
160010020,Garden City,43.647888,-116.269409,ADA,"['PM10', 'PM2.5']"
160050004,Pocatello STP,42.916401,-112.5158,BANNOCK,['SO2']
160090010,St. Maries,47.3167,-116.570297,BENEWAH,['PM2.5']
160090011,Plummer CDA Tribe,47.3386,-116.885902,BENEWAH,['PM2.5']
160130004,Ketchum,43.682556,-114.371094,BLAINE,['PM2.5']
160150001,Idaho City,43.823017,-115.838557,BOISE,['PM2.5']
160150002,Garden Valley,44.104498,-115.972386,BOISE,['PM2.5']
160170003,Sandpoint U of I,48.291821,-116.556557,BONNER,"['PM10', 'PM2.5']"
160190011,Idaho Falls PM2.5,43.464696,-112.046503,BONNEVILLE,['PM2.5']
160210002,Boundary County,48.705551,-116.368965,BOUNDARY,['PM2.5']
160211008,Mt Hall,48.894014,-116.359419,BOUNDARY,['PM2.5']
160270002,Nampa Fire Station,43.58031,-116.562676,CANYON,"['PM10', 'PM2.5']"
160290031,Soda Springs SO2,42.695301,-111.593903,CARIBOU,['SO2']
160410002,Preston PM25 BAM,42.082222,-111.864167,FRANKLIN,['PM2.5']
160490002,Grangeville,45.931301,-116.115196,IDAHO,['PM2.5']
160491011,Cottonwood,46.061322,-116.3467,IDAHO,['PM2.5']
160499991,Nez Perce Tribe,46.2756,-116.0216,IDAHO,['OZONE']
160550003,Lancaster,47.7889,-116.8044,KOOTENAI,"['OZONE', 'PM2.5']"
160550015,Nursery Rd.,47.715385,-116.827245,KOOTENAI,['PM2.5']
160570005,Moscow,46.728199,-116.954597,LATAH,['PM2.5']
160571000,Potlatch,46.921,-116.89625,LATAH,['PM2.5']
160571012,Juliaetta,46.578731,-116.708958,LATAH,['PM2.5']
160590004,Salmon PM2.5,45.181907,-113.890285,LEMHI,['PM2.5']
160650002,Rexburg PM25,43.809486,-111.800475,MADISON,['PM2.5']
160690012,Lewiston,46.408501,-116.991402,NEZ PERCE,['PM2.5']
160830007,Twin Falls PM25,42.565089,-114.494717,TWIN FALLS,['PM2.5']
160830009,Kimberly,42.331959,-114.213043,TWIN FALLS,
160850001,McCall,44.8992,-116.093903,VALLEY,['PM2.5']
160871004,Weiser PM25,44.261694,-116.979172,WASHINGTON,['PM2.5']
170010007,QUINCY,39.9175,-91.3358,ADAMS,['OZONE']
170190007,THOMAS,40.244953,-88.188179,CHAMPAIGN,['OZONE']
170191001,BONDVILLE,40.052241,-88.372549,CHAMPAIGN,['PM2.5']
170199991,Bondville,40.0519,-88.3724,CHAMPAIGN,"['OZONE', 'CO', 'SO2']"
170230001,West Union,39.210857,-87.668297,CLARK,['OZONE']
170310001,ALSIP,41.6708,-87.7325,COOK,"['OZONE', 'PM2.5']"
170310032,CHI_SWFP,41.755798,-87.545303,COOK,['OZONE']
170310057,CHI_SP,41.9136,-87.7239,COOK,['PM2.5']
170310076,CHI_COM,41.7547,-87.7136,COOK,"['OZONE', 'PM2.5']"
170310119,Kingery Near-road #1,41.578603,-87.557392,COOK,['PM2.5']
170311003,CHI_TAFT,41.984402,-87.791901,COOK,['OZONE']
170311601,LEMONT,41.6681,-87.9906,COOK,['OZONE']
170313103,SCHILPRK,41.965,-87.8761,COOK,"['OZONE', 'PM2.5']"
170314002,CICERO,41.855301,-87.752502,COOK,['OZONE']
170314007,DESPLNS,42.0603,-87.8631,COOK,"['OZONE', 'PM2.5']"
170314201,NORTHBRK,42.1406,-87.7994,COOK,"['OZONE', 'PM2.5']"
170316005,Cicero2,41.864329,-87.748826,COOK,['PM2.5']
170317002,EVANSTON,42.0622,-87.6736,COOK,['OZONE']
170434002,Naperville,41.7714,-88.1522,DU PAGE,['PM2.5']
170436001,LISLE,41.8131,-88.0728,DU PAGE,['OZONE']
170491001,EFFINGHM,39.0667,-88.548302,EFFINGHAM,['OZONE']
170650002,KNIGHT_P,38.088902,-88.625,HAMILTON,"['OZONE', 'PM2.5']"
170830117,JERSEYVL,39.101439,-90.344494,JERSEY,"['OZONE', 'PM2.5']"
170859991,Stockton,42.2869,-89.9997,JO DAVIESS,['OZONE']
170890005,ELGIN,42.0494,-88.2731,KANE,['OZONE']
170971007,ZION,42.4669,-87.8103,LAKE,['OZONE']
171110001,CARY,42.2211,-88.2411,MC HENRY,"['OZONE', 'PM2.5']"
171132003,NORMAL,40.5169,-88.9975,MC LEAN,"['OZONE', 'PM2.5']"
171170002,NILWOOD,39.3961,-89.8094,MACOUPIN,['OZONE']
171190120,Alton,38.901316,-90.146211,MADISON,['OZONE']
171190122,Maryville,38.730263,-89.950053,MADISON,['OZONE']
171191007,GC_MAD,38.7045,-90.1397,MADISON,['PM2.5']
171191009,MARYVILL,38.7267,-89.959198,MADISON,"['OZONE', 'PM2.5']"
171193007,WOOD_WTP,38.8606,-90.1058,MADISON,['OZONE']
171430024,PEORIA_F,40.6869,-89.6072,PEORIA,['OZONE']
171431001,PEORIA_H,40.745,-89.5861,PEORIA,['OZONE']
171570001,HOUSTON,38.1761,-89.7883,RANDOLPH,"['OZONE', 'PM2.5']"
171613002,ROCK_IS,41.5144,-90.5172,ROCK ISLAND,"['OZONE', 'PM2.5']"
171630010,East St. Louis,38.611893,-90.160614,ST. CLAIR,"['OZONE', 'PM2.5']"
171670012,Springfield Ag,39.831921,-89.644164,SANGAMON,['PM2.5']
171670014,SPFD_IB,39.831524,-89.640923,SANGAMON,['OZONE']
171971002,Joliet,41.526885,-88.116474,WILL,['PM2.5']
171971011,BRAIDWD,41.2222,-88.1906,WILL,"['OZONE', 'PM2.5']"
172010118,Rockford,42.267002,-89.08917,WINNEBAGO,['PM2.5']
172012001,ROCK_LP,42.335,-89.0381,WINNEBAGO,['OZONE']
180030002,Leo HS,41.221418,-85.016821,ALLEN,['OZONE']
180050007,Hope,39.294322,-85.766845,BARTHOLOMEW,"['PM10', 'NO2', 'OZONE', 'PM2.5']"
180110001,Whitestown,39.997773,-86.395394,BOONE,['OZONE']
180130001,Helmsburg,39.263914,-86.292261,BROWN,['OZONE']
180150002,Flora,40.540455,-86.553035,CARROLL,['OZONE']
180390007,Bristol,41.716959,-85.824696,ELKHART,['OZONE']
180390008,Elkhart-Prairie St.,41.657155,-85.968446,ELKHART,['PM2.5']
180430008,New Albany - 4H Road,38.3178,-85.8333,FLOYD,"['OZONE', 'PM2.5', 'SO2']"
180431004,New Albany,38.30703,-85.832974,FLOYD,"['OZONE', 'PM2.5', 'SO2']"
180550001,Plummer,38.985556,-86.99,GREENE,"['OZONE', 'PM2.5']"
180570007,Fishers,39.960884,-85.939546,HAMILTON,['PM2.5']
180630004,Avon,39.758889,-86.398611,HENDRICKS,['OZONE']
180650003,Mechanicsburg,40.009544,-85.52347,HENRY,['PM2.5']
180839991,Vincennes,38.7408,-87.4853,KNOX,['OZONE']
180890022,Gary-IITRI,41.606563,-87.305015,LAKE,"['NO2', 'PM2.5', 'PM10', 'SO2', 'OZONE']"
180890036,Hammond-167th St,41.594427,-87.495044,LAKE,['PM2.5']
180892008,Hammond-141st St,41.639444,-87.493611,LAKE,"['OZONE', 'SO2']"
180910005,Michigan City-4th St,41.717762,-86.907786,LA PORTE,['OZONE']
180970050,Indpls-Ft. Harrison,39.858889,-86.021389,MARION,['OZONE']
180970057,Indpls-Harding St,39.749027,-86.186269,MARION,"['OZONE', 'SO2']"
180970073,Indpls-E.16th St,39.789167,-86.060833,MARION,
180970081,Indpls-W.18th St,39.788889,-86.214722,MARION,['PM2.5']
180970086,Indpls-Southport,39.664498,-86.234898,MARION,
180970087,Indpls - I-70 E,39.787933,-86.13088,MARION,"['CO', 'NO2', 'OZONE', 'PM2.5']"
181230009,Leopold,38.115152,-86.60325,PERRY,['OZONE']
181270023,Portage-Hwy 12,41.616561,-87.146921,PORTER,['PM10']
181270024,Ogden Dunes,41.617814,-87.199533,PORTER,"['OZONE', 'PM2.5']"
181270026,Valparaiso,41.512118,-87.036236,PORTER,['OZONE']
181290003,St. Philips,38.006414,-87.718414,POSEY,['OZONE']
181410016,Granger-Beckley St.,41.754722,-86.11,ST. JOSEPH,['OZONE']
181450001,Fairland,39.613367,-85.870669,SHELBY,['OZONE']
181630013,Inglefield,38.113889,-87.536667,VANDERBURGH,['OZONE']
181630022,Evansville-Lloyd,37.97768,-87.596836,VANDERBURGH,['CO']
181670024,Sandcut,39.558525,-87.312883,VIGO,['OZONE']
181699991,Salamonie Reservoir,40.816,-85.6611,WABASH,['OZONE']
181730008,Boonville,38.052416,-87.281502,WARRICK,['OZONE']
181730011,Dayville,37.954444,-87.321667,WARRICK,"['OZONE', 'SO2']"
181830003,Larwill,41.169722,-85.629444,WHITLEY,['PM2.5']
190170011,"Waverly, Airport",42.743099,-92.5131,BREMER,['OZONE']
190450019,"Clinton, Chancy Park",41.823101,-90.211899,CLINTON,"['PM2.5', 'SO2']"
191130033,COGGON,42.2806,-91.5269,LINN,['OZONE']
191130040,PUBLIC HEALTH,41.9767,-91.6878,LINN,"['OZONE', 'PM2.5', 'SO2']"
191390016,"Muscatine, Greenwood",41.419201,-91.070801,MUSCATINE,['SO2']
191471002,"Emmetsburg, ILCC",43.123299,-94.693298,PALO ALTO,"['OZONE', 'PM2.5']"
191530030,CARPENTER,41.6031,-93.643303,POLK,"['OZONE', 'PM2.5']"
191531579,SHELDAHL,41.849433,-93.697616,POLK,['OZONE']
191535885,PUBLIC WORKS,41.667032,-93.599221,POLK,['PM2.5']
191630014,Scott County Park,41.6992,-90.521896,SCOTT,['OZONE']
191630017,Buffalo,41.467201,-90.688301,SCOTT,"['PM10', 'PM2.5']"
191770006,Lake Sugema,40.693298,-92.006104,VAN BUREN,"['NO2', 'OZONE', 'PM2.5', 'SO2']"
200570002,Dodge City,37.7667,-100.0333,FORD,['PM10']
200910010,Heritage Park,38.8386,-94.7464,JOHNSON,"['PM10', 'OZONE', 'PM2.5']"
201330003,Chanute,37.67696,-95.47594,NEOSHO,"['NO2', 'PM2.5', 'PM10', 'SO2', 'OZONE']"
201619991,Konza Prairie,39.1021,-96.6096,RILEY,
201730010,WHlthDpt,37.7011,-97.3139,SEDGWICK,"['PM10', 'NO2', 'OZONE', 'PM2.5']"
201730018,Sedgwick,37.897499,-97.492073,SEDGWICK,['OZONE']
201770013,KNI-Topeka,39.0242,-95.7114,SHAWNEE,"['PM10', 'OZONE', 'PM2.5']"
201910002,PECK,37.4769,-97.3664,SUMNER,"['NO2', 'PM2.5', 'PM10', 'SO2', 'OZONE']"
201950001,Cedar Bluff,38.7703,-99.7636,TREGO,"['NO2', 'PM2.5', 'PM10', 'SO2', 'OZONE']"
202090021,WY/KC,39.1175,-94.6356,WYANDOTTE,"['NO2', 'PM2.5', 'PM10', 'SO2', 'OZONE']"
210130002,MIDAIR,36.6081,-83.7369,BELL,"['OZONE', 'PM2.5']"
210150008,Nature Center,38.967461,-84.721483,BOONE,['OZONE']
210190017,FIVCO,38.4592,-82.6339,BOYD,"['OZONE', 'PM2.5']"
210290006,SHEPVILL,37.9856,-85.7131,BULLITT,['OZONE']
210373002,NKU,39.0217,-84.4744,CAMPBELL,"['OZONE', 'PM2.5']"
210430500,GRAYSON,38.2383,-82.9883,CARTER,"['OZONE', 'PM2.5']"
210470006,Hopkinsville,36.911667,-87.323608,CHRISTIAN,"['OZONE', 'PM2.5']"
210590005,OWENPRI,37.7808,-87.0756,DAVIESS,"['OZONE', 'PM2.5']"
210610501,Mammoth Cave NP,37.1314,-86.1481,EDMONSON,"['OZONE', 'PM2.5']"
210670012,NEWTWN,38.065,-84.5,FAYETTE,"['OZONE', 'PM2.5']"
210890007,WORTH2002,38.5483,-82.7317,GREENUP,['OZONE']
210910012,LEWISPOR,37.9389,-86.8969,HANCOCK,['OZONE']
210930006,ETOWN2,37.7064,-85.8517,HARDIN,"['OZONE', 'PM2.5']"
211011011,Sebree,37.654381,-87.511427,HENDERSON,['SO2']
211110051,WATSON,38.0608,-85.8961,JEFFERSON,"['PM10', 'OZONE', 'PM2.5', 'SO2']"
211110067,Cannons Lane,38.2286,-85.6544,JEFFERSON,"['NO2', 'CO', 'PM2.5', 'PM10', 'SO2', 'OZONE']"
211111041,Algonquin Parkway,38.23158,-85.82675,JEFFERSON,"['PM10', 'OZONE', 'PM2.5', 'SO2']"
211130001,NICHVILL,37.8933,-84.5892,JESSAMINE,['OZONE']
211390003,SMITHLD,37.1556,-88.3931,LIVINGSTON,['OZONE']
211759991,Crockett,37.9214,-83.0662,MORGAN,['OZONE']
211850004,BUCKNER,38.3986,-85.4433,OLDHAM,['OZONE']
211930003,HAZ2,37.2831,-83.2203,PERRY,"['OZONE', 'PM2.5']"
211950002,PIKE2001,37.4828,-82.5353,PIKE,"['OZONE', 'PM2.5']"
211990003,SOMERST,37.097801,-84.611702,PULASKI,"['OZONE', 'PM2.5']"
212130004,FRANKLN,36.7086,-86.5664,SIMPSON,['OZONE']
212270009,Smiths Grove,37.04926,-86.21487,WARREN,"['OZONE', 'PM2.5']"
212299991,Mackville,37.7046,-85.0485,WASHINGTON,['OZONE']
220050004,Dutchtown,30.2294,-90.9656,ASCENSION,['OZONE']
220150008,Shreveport Airport,32.5364,-93.7492,BOSSIER,"['OZONE', 'PM2.5']"
220170001,Dixie,32.6833,-93.8617,CADDO,['OZONE']
220190002,Carlyss,30.1433,-93.3719,CALCASIEU,['OZONE']
220190008,Westlake,30.2625,-93.285,CALCASIEU,['PM2.5']
220190009,Vinton,30.2278,-93.5797,CALCASIEU,['OZONE']
220330003,LSU,30.4197,-91.1819,EAST BATON ROUGE,['OZONE']
220330009,Capitol,30.4622,-91.1769,EAST BATON ROUGE,"['OZONE', 'PM2.5']"
220330013,Pride,30.7008,-91.0561,EAST BATON ROUGE,['OZONE']
220470009,Bayou Plaquemine,30.2211,-91.3153,IBERVILLE,['OZONE']
220470012,Carville,30.1975,-91.1283,IBERVILLE,['OZONE']
220511001,Kenner,30.0411,-90.2728,JEFFERSON,['OZONE']
220550007,Lafayette,30.2258,-92.042801,LAFAYETTE,"['OZONE', 'PM2.5']"
220570004,Thibodaux,29.7639,-90.7653,LAFOURCHE,"['OZONE', 'PM2.5']"
220630002,French Settlement,30.315,-90.8114,LIVINGSTON,"['OZONE', 'PM2.5']"
220710012,City Park,29.9933,-90.1014,ORLEANS,['PM2.5']
220730004,Monroe,32.509701,-92.046097,OUACHITA,['OZONE']
220770001,New Roads,30.6817,-91.3661,POINTE COUPEE,['OZONE']
220870004,Meraux,29.940001,-89.919998,ST. BERNARD,['OZONE']
220870007,Chalmette Vista,29.9431,-89.9761,ST. BERNARD,['SO2']
220930002,Convent,29.995,-90.8172,ST. JAMES,['OZONE']
220950002,Garyville,30.0494,-90.6367,ST. JOHN THE BAPTIST,['OZONE']
220990001,St. Martinville,30.008887,-91.869595,ST. MARTIN,['OZONE']
221030002,Madisonville,30.4293,-90.1997,ST. TAMMANY,"['OZONE', 'PM2.5']"
